,0
2024-06-03,2.0585518138648493
2024-06-04,2.0582421982450385
2024-06-05,2.0800528407032624
2024-06-06,2.086047650935516
2024-06-07,2.0775922542822394
2024-06-11,2.0556931709031705
2024-06-12,2.07952748262253
2024-06-13,2.098326399378997
2024-06-14,2.0890295091333413
2024-06-18,2.116318874852265
2024-06-20,2.1065915886653244
2024-06-21,2.100887399610925
2024-06-24,2.084568868146936
2024-06-25,2.1259950947381783
2024-06-26,2.148182214187086
2024-06-27,2.14841021597119
2024-06-28,2.154773648483364
2024-07-01,2.184044943980633
2024-07-02,2.2387514782152964
2024-07-03,2.2903953534971793
2024-07-05,2.2924255197921855
2024-07-08,2.2973635916664574
2024-07-09,2.330265481279472
2024-07-10,2.3521123294235036
2024-07-11,2.2830044173404325
2024-07-12,2.301972867659655
2024-07-16,2.3479396811583895
2024-07-18,2.3140726164985552
2024-07-19,2.2724848111226184
2024-07-22,2.3237941361617156
2024-07-23,2.307451609460424
2024-07-24,2.203095874861035
2024-07-25,2.2275121824243995
2024-07-26,2.236753576802953
2024-07-29,2.260111706182369
2024-07-30,2.2326779954592824
2024-07-31,2.3064679810016457
2024-08-01,2.230876743497841
2024-08-02,2.1872477200313414
2024-08-05,2.1049179717155178
2024-08-06,2.1245830313778757
2024-08-07,2.079717361873975
2024-08-08,2.1372448168080296
2024-08-09,2.1462995461955527
2024-08-13,2.2205228762322107
2024-08-14,2.2114939253728156
2024-08-16,2.2873958477881566
2024-08-19,2.334923799478345
2024-08-20,2.3126383148672796
2024-08-21,2.3199905812495647
2024-08-22,2.257528572487317
2024-08-23,2.3244360091921683
2024-08-27,2.282965889028169
2024-08-28,2.2637758754805715
2024-08-29,2.2436930938420057
2024-08-30,2.2780242973709255
2024-09-03,2.2065794911888217
2024-09-04,2.2209681569909794
2024-09-05,2.2386638672792265
2024-09-06,2.1609879795020337
2024-09-09,2.2014716286451486
2024-09-10,2.2089897087778603
2024-09-11,2.2436139094291945
